cons_code,cons_name,Conservative,Green,Independent,Labour,LibDem,Reform,SNP,turnout,winner,Lab_pc,Con_pc,LD_pc,Green_pc,Ref_pc,Ind_pc
E14001182,Coventry South,19912,1238,435,20720,3152,1348,0,46805,Lab,0.4426877470355731,0.4254246341202863,0.06734323256062386,0.026450165580600364,0.028800341843820104,0.009293878859096251
S14000071,Cowdenbeath and Kirkcaldy,10482,1655,0,13902,3048,939,17122,47148,SNP,0.2948587426826164,0.22232120132349198,0.06464749300076356,0.03510223127174005,0.019916009162636802,0
E14001183,Cramlington and Killingworth,19174,1192,0,21331,2520,3855,0,48072,Lab,0.44373023797636885,0.3988600432684307,0.05242136794807788,0.024796139124646364,0.0801922116824763,0
E14001184,Crawley,27040,1451,0,18680,2728,0,0,49899,Con,0.37435619952303656,0.5418946271468367,0.054670434277240026,0.02907873905288683,0,0
E14001185,Crewe and Nantwich,25511,951,0,19695,2573,1317,0,50196,Con,0.3923619411905331,0.5082277472308551,0.051259064467288236,0.018945732727707387,0.026237150370547455,0
E14001186,Croydon East,20927,1177,0,24340,3341,837,0,50622,Lab,0.48081861641183676,0.41339733712615073,0.0659989727786338,0.02325076053889614,0.016534313144482636,0
E14001187,Croydon South,27725,1466,0,14317,6885,59,0,50894,Con,0.28131017408731873,0.5447596966243564,0.1352811726333163,0.02880496718670177,0.001159272212834519,0
E14001188,Croydon West,9561,1205,0,29651,3097,587,0,44449,Lab,0.66707912438975,0.21510045220364912,0.06967535827577673,0.027109721253571507,0.013206146369997077,0
S14000072,Cumbernauld and Kirkintilloch,7243,115,0,13079,2691,0,25084,48212,SNP,0.2712810088774579,0.15023230730938356,0.05581597942420974,0.0023852982659918693,0,0
E14001189,Dagenham and Rainham,18970,674,421,19676,1338,2913,0,43992,Lab,0.4472631387525004,0.43121476632114925,0.030414620840152753,0.015320967448627022,0.06621658483360611,0.009569921803964357
E14001190,Darlington,22994,1166,292,18026,2139,1684,0,46301,Con,0.3893220448802402,0.49661994341374915,0.0461977063130386,0.025183041402993454,0.03637070473639878,0.006306559253579837
E14001191,Dartford,28413,1115,0,13709,3251,0,0,46488,Con,0.2948933057993461,0.6111899845121321,0.06993202546893822,0.02398468421958355,0,0
E14001192,Daventry,36735,2624,0,10123,7474,0,0,56956,Con,0.17773368916356486,0.6449715569913618,0.131224102816209,0.04607065102886439,0,0
E14001193,Derby North,21259,1046,635,18719,3450,1908,0,47017,Con,0.3981325903396644,0.45215560329242616,0.07337771444371186,0.022247272263223934,0.04058106642278325,0.013505753238190442
E14001194,Derby South,15671,0,0,21690,2621,2480,0,42462,Lab,0.5108096651123357,0.36905939428194623,0.06172577834298902,0,0.05840516226272903,0
E14001195,Derbyshire Dales,31820,2207,0,13023,6880,0,0,53930,Con,0.2414796959020953,0.5900241053217132,0.1275727795290191,0.04092341924717226,0,0
E14001362,Mid Derbyshire,30724,1990,0,13908,4960,0,0,51582,Con,0.2696289403280214,0.5956341359388935,0.09615757434764065,0.038579349385444536,0,0
E14001391,North East Derbyshire,28896,1319,0,15994,3039,231,0,49479,Con,0.3232482467309364,0.5840053355969199,0.061419996362093006,0.02665777400513349,0.004668647304917238,0
E14001483,South Derbyshire,29319,1579,0,12836,3465,0,0,47199,Con,0.27195491429903174,0.6211784147969237,0.0734125723002606,0.03345409860378398,0,0
E14001155,Central Devon,31366,2789,0,14066,8503,0,0,56724,Con,0.24797263944714762,0.5529581834849446,0.1499012763556872,0.049167900712220575,0,0
E14001387,North Devon,31479,1759,580,5097,16666,0,0,55581,Con,0.09170399956819777,0.5663626059264857,0.2998506683938756,0.03164750544250733,0,0.01043522066893363
E14001484,South Devon,29027,82,544,9228,15308,0,0,54189,Con,0.1702928638653601,0.5356622192695935,0.28249275683256747,0.001513222240676152,0,0.010038937791802765
E14001495,South West Devon,35102,2179,0,12012,6807,0,0,56100,Con,0.21411764705882352,0.6257040998217469,0.12133689839572191,0.038841354723707665,0,0
E14001196,Dewsbury and Batley,13232,512,0,27241,1156,1565,0,46101,Lab,0.5908982451573719,0.2870219734929828,0.02507537797444741,0.011106049760308887,0.03394720288063166,0
E14001197,Didcot and Wantage,27045,370,1201,8708,17022,0,0,54346,Con,0.16023258381481617,0.49764472086262096,0.31321532403488755,0.006808228756486218,0,0.022099142531189046
E14001198,Doncaster Central,16853,1038,0,18124,1884,7173,0,46043,Lab,0.39363203961514237,0.3660274091610017,0.04091827205004018,0.02254414351801577,0.1557891536172708,0
E14001199,Doncaster East and the Isle of Axholme,22460,1015,0,12375,1912,4452,0,43084,Con,0.28722959799461517,0.5213072138148732,0.04437842354470337,0.023558629653699748,0.1033330238603658,0
E14001200,Doncaster North,13286,18,550,15356,1446,8151,0,40070,Lab,0.38322934863988023,0.33156975293236834,0.03608684801597205,4.492138757174944e-4,0.2034190167207387,0.013725979535812328
E14001201,Dorking and Horley,27883,2302,929,5415,17502,0,0,54495,Con,0.09936691439581613,0.5116616203321406,0.3211670795485824,0.04224240756032663,0,0.01704743554454537
E14001363,Mid Dorset and North Poole,32965,1565,0,3982,16395,0,0,54907,Con,0.0725226291729652,0.6003788223723752,0.2985958074562442,0.0285027409984155,0,0
E14001388,North Dorset,34085,2110,0,6379,10890,0,0,53464,Con,0.11931393086937003,0.637531797097112,0.20368846326500076,0.03946580876851714,0,0
E14001485,South Dorset,31209,2335,485,13062,5628,0,0,52719,Con,0.2477664599100894,0.5919877084163204,0.10675468047572981,0.044291431931561674,0,0.009199719266298678
E14001575,West Dorset,31375,2037,0,5414,18987,0,0,57813,Con,0.09364675764966356,0.5426980090982997,0.32842094338643557,0.03523428986560116,0,0
E14001202,Dover and Deal,29117,1404,916,16696,2927,0,0,51197,Con,0.3261128581752837,0.5687247299646464,0.057171318631951094,0.027423481844639334,0,0.017891673340234778
E14001203,Droitwich and Evesham,34614,2114,0,8983,6340,0,0,52689,Con,0.17049099432519121,0.6569492683482321,0.1203287213649908,0.04012222665072406,0,0
E14001204,Dudley,26668,897,0,13059,1600,0,0,42224,Con,0.3092790829859795,0.6315839333080713,0.03789314134141721,0.021243842364532018,0,0
E14001205,Dulwich and West Norwood,8686,8475,0,33649,503,566,0,52194,Lab,0.6446909606468176,0.16641759589224814,0.009637123040962564,0.16237498563053226,0.010844158332375368,0
S14000073,Dumfries and Galloway,22999,0,0,4923,3135,0,21443,52500,Con,0.09377142857142858,0.4380761904761905,0.05971428571428571,0,0,0
S14000074,"Dumfriesshire, Clydesdale and Tweeddale",23649,0,0,4223,3713,0,19311,50896,Con,0.0829731216598554,0.46465341087708273,0.07295268783401446,0,0,0
S14000097,Mid Dunbartonshire,9118,916,221,5520,20193,0,22179,58552,SNP,0.09427517420412626,0.15572482579587374,0.3448729334608553,0.015644213690394863,0,0.003774422735346359
S14000106,West Dunbartonshire,6606,867,708,13322,1949,0,23163,46615,SNP,0.2857878365333047,0.14171404054488898,0.04181057599485144,0.01859916335943366,0,0.015188244127426793
S14000075,Dundee Central,5161,0,0,11126,2586,1191,26347,46651,SNP,0.23849435167520525,0.11062999721335019,0.05543289532914621,0,0.02552999935692697,0
S14000076,Dunfermline and Dollar,10429,1085,0,11463,4105,1,21536,48619,SNP,0.2357720232830786,0.21450461753635408,0.08443201217630968,0.022316378370595857,2.0568090664143646e-5,0
E14001206,Dunstable and Leighton Buzzard,28341,1764,0,12955,5210,0,0,48270,Con,0.2683861611767143,0.5871348663766315,0.10793453490781024,0.036544437538843996,0,0
E14001389,North Durham,16457,1249,1063,20881,3042,5106,0,47798,Lab,0.43685928281518044,0.3443031089166911,0.06364283024394327,0.02613080045190175,0.10682455332859116,0.022239424243692206
E14001173,City of Durham,16340,1688,196,20997,8686,3382,0,51289,Lab,0.4093860281931799,0.31858683148433387,0.16935405252588276,0.03291154048626411,0.06594006512117608,0.0038214821891633683
W07000096,Dwyfor Meirionnydd,13230,0,0,11541,79,2558,0,50518,PC,0.2284532245932143,0.26188685221109304,0.0015637990419256503,0,0.050635417079060926,0
E14001207,Ealing Central and Acton,13574,1793,0,27707,9191,720,0,52985,Lab,0.5229215815796924,0.2561857129376238,0.17346418797772956,0.03383976597150137,0.013588751533452863,0
E14001208,Ealing North,15555,1435,0,27463,4311,0,0,48764,Lab,0.5631818554671478,0.3189853170371586,0.08840538101878435,0.029427446476909192,0,0
E14001209,Ealing Southall,12203,1928,0,30469,4995,946,0,50998,Lab,0.5974548021491038,0.23928389348601908,0.09794501745166477,0.03780540413349543,0.01854974704890388,0
E14001210,Earley and Woodley,24922,1134,0,13629,11147,278,0,51110,Con,0.2666601447857562,0.48761494815104667,0.21809821952651146,0.022187438857366466,0.0054392486793191155,0
E14001211,Easington,10782,104,0,18634,1650,7230,0,39848,Lab,0.4676269825336278,0.2705781971491668,0.041407347922103994,0.0026099176872114035,0.18143946998594662,0
E14001212,East Grinstead and Uckfield,33462,2830,0,7768,13171,0,0,57231,Con,0.13573063549474934,0.5846831262777166,0.23013751288637277,0.04944872534116126,0,0
E14001213,East Ham,6885,755,0,36748,1685,924,0,47247,Lab,0.7777848328994433,0.14572353800241283,0.035663640019472136,0.015979850572523123,0.019556797256968697,0
S14000077,East Kilbride and Strathaven,11042,1074,0,11142,3556,0,24311,51684,SNP,0.21557928952867425,0.2136444547635632,0.06880272424734928,0.020780125377292777,0,0
E14001219,Eastbourne,24137,0,185,3560,21969,1408,0,51259,Con,0.06945121832263602,0.4708831619813106,0.428588150373593,0,0.027468347021986382,0.003609122300474063
E14001220,Eastleigh,25711,1013,0,5778,17070,0,0,49572,Con,0.11655773420479304,0.5186597272653918,0.34434761558944565,0.02043492294036956,0,0
S14000078,Edinburgh East and Musselburgh,7354,1879,0,13791,3642,0,25587,52253,SNP,0.2639274300040189,0.1407383308135418,0.06969934740589057,0.03595965781868984,0,0
S14000079,Edinburgh North and Leith,10362,1920,0,12790,7364,508,25773,58855,SNP,0.21731373715062444,0.17605980800271856,0.12512106023277547,0.0326225469373885,0.008631382210517373,0
S14000080,Edinburgh South,8922,1542,0,24508,4344,0,13713,53029,Lab,0.46216221312866546,0.16824756265439664,0.08191744139998869,0.029078428784250127,0,0
S14000081,Edinburgh South West,12848,1265,0,7478,4971,625,24830,52131,SNP,0.14344631792983062,0.24645604342905372,0.0953559302526328,0.024265791947209913,0.01198902764190213,0
S14000082,Edinburgh West,9922,1079,0,4787,21037,50,18149,55024,LD,0.08699840069787729,0.18032131433556262,0.38232407676650193,0.019609624890956672,9.086943879034604e-4,0
E14001221,Edmonton and Winchmore Hill,15008,994,75,28075,3249,846,0,48247,Lab,0.5819014653760856,0.3110659730138662,0.06734097456836695,0.02060231724252285,0.01753476900118142,0.0015545007979770762
E14001222,Ellesmere Port and Bromborough,12234,859,0,26811,3355,1957,0,45216,Lab,0.5929538216560509,0.270567940552017,0.07419939844302903,0.018997699929228593,0.04328113941967446,0
E14001223,Eltham and Chislehurst,23936,1516,0,20492,3826,1317,0,51087,Con,0.4011196586215672,0.46853406933270697,0.07489185115587137,0.029674868361814162,0.0257795525280404,0
E14001224,Ely and East Cambridgeshire,29385,310,1009,7825,15936,0,0,54465,Con,0.14367024694758102,0.5395207931699256,0.2925915725695401,0.005691728633067107,0,0.018525658679886165
E14001225,Enfield North,18250,1228,0,27103,3319,908,0,50808,Lab,0.533439615808534,0.3591954022988506,0.06532435836876083,0.024169422138245945,0.017871201385608566,0
E14001226,Epping Forest,32364,1975,0,10191,5387,0,0,50268,Con,0.20273334924803055,0.6438290761518262,0.10716559242460413,0.03928940876899817,0,0
E14001227,Epsom and Ewell,30752,1896,1200,9653,13896,0,0,57397,Con,0.1681795215777828,0.5357771312089482,0.24210324581424122,0.03303308535289301,0,0.020907016046134815
E14001228,Erewash,27560,1115,698,16954,2487,0,0,48814,Con,0.3473183922645143,0.5645921252099807,0.050948498381611834,0.022841807678125128,0,0.014299176465768018
E14001229,Erith and Thamesmead,12153,1226,0,25141,2119,2174,0,43085,Lab,0.5835209469653011,0.2820703260995706,0.049181849831727985,0.028455378902170127,0.05045839619357085,0
E14001230,Esher and Walton,27819,132,347,2698,24804,0,0,56178,Con,0.048025917618996765,0.49519384812560074,0.44152515219480926,0.0023496742497062907,0,0.0061767951867279
E14001402,North West Essex,34105,2678,0,7616,10878,0,0,55277,Con,0.13777882301861533,0.6169835555475153,0.19679070861298553,0.04844691282088391,0,0
E14001231,Exeter,15512,4516,306,26500,8,1257,0,48358,Lab,0.5479961950452872,0.32077422556764135,1.6543281359857726e-4,0.09338682327639689,0.025993630836676454,0.006327805120145581
E14001232,Exmouth and Exeter East,27828,970,19294,5878,1691,171,0,55832,Con,0.1052801260925634,0.49842384295744374,0.03028729044275684,0.017373549219085828,0.0030627597076945123,0.34557243158045564
S14000083,Falkirk,12632,1511,0,5880,3304,176,25210,48713,SNP,0.12070699813191553,0.2593147619731899,0.06782583704555252,0.031018413975735428,0.0036129985835403277,0
E14001233,Fareham and Waterlooville,30819,2065,0,7951,9543,0,0,50378,Con,0.15782682917146373,0.611755131208067,0.18942792488784782,0.04099011473262138,0,0
E14001234,Farnham and Bordon,30376,479,0,3487,16799,0,0,51141,Con,0.06818404020257719,0.5939657026651806,0.32848399522887706,0.009366261903365206,0,0
E14001235,Faversham and Mid Kent,30187,1974,474,9569,6011,0,0,48215,Con,0.1984652079228456,0.626091465311625,0.12467074561858343,0.04094161567976771,0,0.009830965467178264
E14001236,Feltham and Heston,15705,1049,0,22698,2907,1524,0,43883,Lab,0.5172390219447166,0.3578834628443816,0.06624433151789987,0.023904473258437208,0.03472871043456464,0
N05000007,Fermanagh and South Tyrone,NA,NA,751,NA,NA,NA,NA,51635,SF,NA,0,NA,0,NA,0.01454439817952939
S14000100,North East Fife,7126,0,0,2859,20643,184,21371,52183,SNP,0.05478795776402277,0.13655788283540615,0.3955886016518789,0,0.003526052545848265,0
E14001237,Filton and Bradley Stoke,26263,1402,0,18421,5153,0,0,51495,Con,0.35772405087872605,0.5100106806486068,0.10006796776386055,0.027225944266433634,0,0
E14001238,Finchley and Golders Green,24267,7,0,13500,17638,0,0,55412,Con,0.24362953872807336,0.43793763083808557,0.3183065040063524,1.263264274886306e-4,0,0
E14001239,Folkestone and Hythe,25227,2184,576,11988,4481,0,0,44795,Con,0.26761915392342894,0.5631655318673959,0.10003348588012054,0.048755441455519584,0,0.01285857796629088
E14001240,Forest of Dean,30680,4681,1303,14811,0,0,0,51475,Con,0.2877319086935406,0.5960174842156387,0,0.09093734822729481,0,0.025313258863525985
N05000008,Foyle,NA,NA,0,NA,NA,NA,NA,44276,SDLP,NA,0,NA,0,NA,0
E14001241,Frome and East Somerset,23646,2917,0,10156,11251,0,0,47970,Con,0.21171565561809463,0.4929330831769856,0.23454242234730038,0.06080883885761935,0,0
E14001242,Fylde,32329,1800,927,13075,3816,0,0,51947,Con,0.2516988469016498,0.6223458525035133,0.07345948755462298,0.03465070167670895,0,0.017845111363505112
E14001243,Gainsborough,32568,0,1070,10396,5088,0,0,49122,Con,0.21163633402548762,0.6630023207524124,0.10357884450958837,0,0,0.021782500712511706
E14001244,Gateshead Central and Whickham,13876,1591,0,19787,5138,1629,0,42021,Lab,0.47088360581613953,0.330215844458723,0.12227219723471595,0.03786202137026725,0.03876633112015421,0
E14001245,Gedling,25537,1184,0,23130,2429,1820,0,54100,Con,0.4275415896487985,0.4720332717190388,0.04489833641404806,0.021885397412199633,0.03364140480591497,0
E14001246,Gillingham and Rainham,28173,1043,229,13054,2503,0,0,45958,Con,0.2840419513468819,0.6130162322120196,0.05446277035554201,0.02269463423125462,0,0.004982810392097132
S14000084,Glasgow East,5071,566,0,13779,1689,25,20055,41185,SNP,0.33456355469224236,0.1231273521913318,0.04101007648415686,0.013742867548864881,6.070171178827244e-4,0
S14000085,Glasgow North,3658,1553,0,14172,2156,246,19754,41539,SNP,0.34117335516021086,0.08806182142083344,0.051903030886636656,0.03738655239654301,0.005922145453670044,0
S14000086,Glasgow North East,4686,65,0,16098,1449,0,20375,42673,SNP,0.37724087830712627,0.10981182480725517,0.0339558971715136,0.0015232113983080636,0,0
S14000087,Glasgow South,6161,1266,0,14298,2922,452,23449,48548,SNP,0.2945126472769218,0.12690533080662436,0.06018785531844772,0.02607728433715086,0.009310373238856392,0
S14000088,Glasgow South West,5423,358,0,14561,1892,695,20094,43023,SNP,0.3384468772517026,0.12604885758780188,0.043976477697975504,0.008321130558073589,0.016154150105757385,0
S14000089,Glasgow West,7254,180,0,13236,3554,74,22964,47262,SNP,0.2800558588295036,0.15348482924971435,0.07519783335449198,0.0038085565570648724,0.0015657399179044476,0
E14001247,Glastonbury and Somerton,30606,1070,0,5095,16423,0,0,53194,Con,0.09578147911418579,0.5753656427416626,0.3087378275745385,0.020115050569613113,0,0
S14000090,Glenrothes and Mid Fife,6482,146,0,11569,1876,1284,20921,42278,SNP,0.2736411372344955,0.15331851080940442,0.044372959931879466,0.0034533327025876343,0.0303704054117981,0
E14001248,Gloucester,27887,1279,0,18007,3920,0,0,51093,Con,0.3524357544086274,0.5458086234904977,0.07672283874503356,0.02503278335584131,0,0
E14001249,Godalming and Ash,29728,903,1071,4964,19008,0,0,55674,Con,0.08916190681467112,0.5339655853719869,0.3414161008729389,0.016219420196141823,0,0.019236986744261234
E14001250,Goole and Pocklington,32492,1950,0,10190,3882,0,0,49901,Con,0.204204324562634,0.6511292358870564,0.07779403218372377,0.03907737319893389,0,0
S14000091,Gordon and Buchan,21874,0,0,1666,5401,0,18650,47591,Con,0.03500661889853124,0.4596247189594671,0.11348784434031645,0,0,0
E14001251,Gorton and Denton,8639,1155,0,30814,2671,2225,0,45828,Lab,0.6723836955573012,0.18850920834424367,0.05828314567513311,0.02520293270489657,0.04855110412848041,0
E14001252,Gosport,32226,1806,0,8948,5473,0,0,48453,Con,0.1846738076073721,0.6650981363383072,0.11295482219883184,0.03727323385548882,0,0
W07000097,Gower,21631,2,0,24812,3182,1863,0,54231,Lab,0.4575242942228615,0.39886780623628554,0.058674927624421454,3.687927569102543e-5,0.03435304530619019,0
E14001253,Grantham and Bourne,32152,2108,0,9759,4407,0,0,48852,Con,0.19976664210267742,0.6581511504134938,0.09021125030704986,0.04315074101367396,0,0
E14001254,Gravesham,29580,1397,0,13999,2584,0,0,47560,Con,0.29434398654331373,0.6219512195121951,0.054331370899915896,0.029373423044575273,0,0
E14001255,Great Grimsby and Cleethorpes,23178,821,156,13419,2052,2049,0,41675,Con,0.32199160167966406,0.5561607678464306,0.0492381523695261,0.0197000599880024,0.04916616676664667,0.003743251349730054
E14001256,Great Yarmouth,28593,1064,583,10930,1661,0,0,43462,Con,0.25148405503658366,0.657885049008329,0.03821729326768211,0.02448115595232617,0,0.01341401684229902
E14001257,Greenwich and Woolwich,10760,2176,125,26043,6902,1089,0,47340,Lab,0.5501267427122941,0.22729193071398396,0.14579636670891424,0.04596535699197296,0.02300380228136882,0.0026404731727925645
E14001258,Guildford,23708,197,3194,4411,20591,0,0,52584,Con,0.08388483188802677,0.4508595770576601,0.3915829910238856,0.003746386733607181,0,0.06074090978244333
E14001259,Hackney North and Stoke Newington,6694,4117,76,35856,3973,489,0,51356,Lab,0.6981852169172054,0.13034504244878883,0.07736194407664149,0.0801659007710881,0.009521769608224939,0.0014798660331801542
E14001260,Hackney South and Shoreditch,4968,3081,0,35109,3900,648,0,47817,Lab,0.7342367777150386,0.10389610389610389,0.08156095112616851,0.06443315138967312,0.01355166572557877,0
E14001261,Halesowen,26341,1066,533,14259,1525,0,0,43724,Con,0.3261138047754094,0.6024380203092123,0.0348778702771933,0.02438020309212332,0,0.01219010154606166
E14001262,Halifax,19917,946,0,21819,2302,2813,0,47797,Lab,0.4564930853400842,0.41669979287402975,0.048162018536728246,0.01979203715714375,0.05885306609201415,0
E14001263,Hamble Valley,35497,1796,0,7739,12009,0,0,57041,Con,0.13567433951017688,0.6223067618029137,0.21053277467085083,0.031486124016058624,0,0
S14000092,Hamilton and Clyde Valley,12076,79,0,12846,1816,0,20604,47421,SNP,0.27089264250015815,0.25465511060500623,0.03829527002804665,0.0016659285970350686,0,0
E14001264,Hammersmith and Chiswick,16228,1632,0,27051,7390,976,0,53277,Lab,0.5077425530716819,0.3045967302963755,0.13870901139328415,0.0306323554254181,0.018319349813240234,0
E14001214,East Hampshire,31965,2971,0,6662,11765,0,0,54175,Con,0.12297185048454085,0.590032302722658,0.21716658975542225,0.05484079372404246,0,0
E14001392,North East Hampshire,35124,1700,831,5808,12691,0,0,56730,Con,0.10237969328397671,0.6191433104177684,0.22370879605147187,0.029966508020447737,0,0.014648334214701216
E14001403,North West Hampshire,31051,2362,0,8730,9544,0,0,51687,Con,0.1689012711126589,0.6007506723160563,0.1846499119701279,0.04569814460115697,0,0
E14001265,Hampstead and Highgate,13296,2096,0,27338,13938,719,0,57387,Lab,0.4763796678690296,0.23169010403052956,0.24287730670709393,0.03652395141756844,0.012528969975778485,0
E14001266,"Harborough, Oadby and Wigston",28636,1621,389,13028,8911,0,0,52585,Con,0.2477512598649805,0.544565940857659,0.1694589711895027,0.030826281258914137,0,0.007397546828943615
E14001267,Harlow,30573,125,0,13879,2783,0,0,47360,Con,0.29305320945945945,0.6455447635135135,0.058762668918918924,0.002639358108108108,0,0
E14001268,Harpenden and Berkhamsted,29136,907,5695,5908,14092,0,0,55738,Con,0.10599590943342063,0.5227313502457929,0.25282572033442174,0.016272560909971655,0,0.10217445907639312
E14001269,Harrogate and Knaresborough,28873,27,0,5349,20086,0,0,55543,Con,0.09630376465081109,0.5198314819149128,0.3616297283186,4.8610986082854726e-4,0,0
E14001270,Harrow East,28555,136,0,19568,3930,98,0,52287,Con,0.3742421634440683,0.5461204505900128,0.07516208617820873,0.002601028936446918,0.0018742708512632202,0
E14001271,Harrow West,17339,1028,0,26437,4107,882,0,49793,Lab,0.5309380836663788,0.34822163757957947,0.08248147329945976,0.020645472255136264,0.017713333199445704,0
E14001272,Hartlepool,11869,0,911,15464,1696,10603,0,41037,Lab,0.3768306650096255,0.28922679533104273,0.04132855715573751,0,0.25837658698247923,0.022199478519384946
E14001273,Harwich and North Essex,31668,1924,674,14017,5801,0,0,54084,Con,0.25917091931070185,0.5855336143776347,0.10725907847052732,0.03557429184231935,0,0.012462095998816656
E14001274,Hastings and Rye,25804,33,565,22272,3892,0,0,52566,Con,0.4236959251227029,0.49088764600692464,0.07404025415667921,6.277822166419359e-4,0,0.010748392497051326
E14001275,Havant,30051,1597,0,8259,5708,0,0,45959,Con,0.17970364890445834,0.6538654017711438,0.12419765443112339,0.034748362671076394,0,0
E14001276,Hayes and Harlington,15284,739,0,24545,1947,1292,0,43994,Lab,0.5579169886802746,0.34741101059235346,0.04425603491385189,0.01679774514706551,0.02936764104196026,0
E14001277,Hazel Grove,22994,154,0,8208,18775,310,0,50441,Con,0.16272476755020718,0.45585932079062663,0.37221704565730257,0.003053071905790924,0.00614579409607264,0
E14001278,Hemel Hempstead,26963,1432,1299,13802,5569,0,0,49065,Con,0.2813003159074697,0.5495363293590135,0.11350249668806685,0.029185773973300723,0,0.02647508407214919
E14001279,Hendon,22299,747,0,18638,3909,0,0,45593,Con,0.40879082315267695,0.48908823722939926,0.08573684556839865,0.016384094049525146,0,0
E14001280,Henley and Thame,29333,2268,0,4809,17432,0,0,53842,Con,0.08931689016009807,0.5447977415400617,0.3237621187920211,0.04212324950781918,0,0
E14001281,Hereford and South Herefordshire,28539,2355,0,9218,6154,0,0,46266,Con,0.19923918212077982,0.6168460640643237,0.1330134439977521,0.05090130981714434,0,0
E14001395,North Herefordshire,34009,4785,0,8290,7329,0,0,54413,Con,0.1523532979251282,0.6250160807160053,0.13469207726094867,0.08793854409791776,0,0
E14001282,Herne Bay and Sandwich,32807,1921,0,12435,3799,0,0,50962,Con,0.24400533731015264,0.6437541697735567,0.07454573996310976,0.0376947529531808,0,0
E14001283,Hertford and Stortford,30979,2587,308,13173,7907,0,0,55635,Con,0.2367754111620383,0.5568257391929541,0.14212276444684102,0.04649950570683922,0,0.005536083400736946
E14001393,North East Hertfordshire,31293,2367,0,13104,8563,0,0,55327,Con,0.2368463860321362,0.565600882028666,0.15477072676993148,0.04278200516926636,0,0
E14001496,South West Hertfordshire,26548,763,8925,8182,6460,0,0,50878,Con,0.16081606981406502,0.5217972404575651,0.12697039977986557,0.014996658673690004,0,0.17541963127481427
E14001284,Hertsmere,34083,1614,0,11103,5713,0,0,52513,Con,0.211433359358635,0.6490392855102546,0.10879210862072249,0.030735246510387903,0,0
E14001285,Hexham,29313,1954,0,17127,5078,473,0,53945,Con,0.3174900361479284,0.5433867828343684,0.09413291315228474,0.03622207804245064,0.008768189822967837,0
E14001286,Heywood and Middleton North,17601,1196,0,18281,1787,3581,0,42446,Lab,0.4306884040899025,0.4146680488149649,0.04210055128869622,0.028176977807096076,0.08436601799934033,0
E14001287,High Peak,24844,1148,0,24254,2750,1177,0,54173,Con,0.44771380577040226,0.4586048400494711,0.050763295368541524,0.021191368393849334,0.021726690417735773,0
E14001288,Hinckley and Bosworth,31800,1446,0,6997,8949,0,0,49192,Con,0.14223857537811027,0.6464465766791347,0.18191982436168483,0.029395023581070094,0,0
E14001289,Hitchin,25419,818,502,14155,12798,0,0,54061,Con,0.26183385434971607,0.47019108044616265,0.23673257986348756,0.015131055659347773,0,0.009285806773829564
E14001290,Holborn and St Pancras,6771,1790,0,29537,5473,836,0,44582,Lab,0.6625319635727424,0.15187743932528824,0.12276254990803465,0.04015073347987977,0.018751962675519266,0
E14001291,Honiton and Sidmouth,34307,1174,6850,8078,5432,0,0,56809,Con,0.1421957788378602,0.6039007903677234,0.09561865197415903,0.020665739583516696,0,0.12057948564488022
E14001292,Hornchurch and Upminster,33404,1836,0,11669,3634,0,0,51053,Con,0.22856639178892524,0.6543004328834741,0.07118092962215736,0.03596262707382524,0,0
E14001293,Hornsey and Friern Barnet,6200,1983,100,30077,13470,494,0,52535,Lab,0.57251356238698,0.11801656038831256,0.2564004949081565,0.03774626439516513,0.009403254972875226,0.0019034929094889123
E14001294,Horsham,31155,1680,0,8736,13802,0,0,55850,Con,0.1564189794091316,0.5578334825425246,0.2471262309758281,0.030080572963294534,0,0
E14001295,Houghton and Sunderland South,14425,1183,0,17696,2602,6895,0,43798,Lab,0.4040367140052058,0.32935293849034203,0.059409105438604504,0.02701036577012649,0.15742727978446505,0
E14001296,Hove and Portslade,15832,2496,150,32876,3731,1111,0,56391,Lab,0.5830008334663332,0.2807540210317249,0.06616304020145058,0.04426238229504708,0.019701725452643152,0.0026599989360004254
E14001297,Huddersfield,17945,1884,0,25386,2449,1696,0,49360,Lab,0.5143030794165316,0.36355348460291737,0.04961507293354943,0.03816855753646677,0.034359805510534844,0
E14001313,Kingston upon Hull East,11639,785,0,14134,1685,5710,0,33953,Lab,0.4162813300739257,0.3427973964009071,0.049627426147910346,0.02312019556445675,0.16817365181280003,0
E14001314,Kingston upon Hull North and Cottingham,15037,1173,0,20959,2915,4857,0,44941,Lab,0.46636701453016177,0.3345942457889233,0.06486282014196391,0.026100887830711378,0.10807503170823969,0
E14001315,Kingston upon Hull West and Haltemprice,17686,442,0,14060,3837,5606,0,41631,Con,0.337729096106267,0.42482765247051474,0.09216689486200189,0.01061708822752276,0.13465926833369365,0
E14001298,Huntingdon,33352,1952,1407,11707,7899,0,0,56317,Con,0.20787684003054138,0.5922190457588294,0.14025960189640785,0.034660937194807964,0,0.02498357511941332
E14001299,Hyndburn,20565,845,0,17614,1226,2156,0,42406,Con,0.4153657501296986,0.4849549592038862,0.0289110031599302,0.019926425505824647,0.050841862000660286,0
E14001300,Ilford North,18994,709,0,28024,2056,968,0,51761,Lab,0.5414114874133036,0.3669558161550202,0.03972102548250614,0.01369757153068913,0.01870133884584919,0
